method,region,metric_group,quantity,metric,value,lbfgs_evals,final_total_loss
prior_noise_05pct,whole-domain,v1_mode,v,rel_L2,0.38843130799860315,12047,0.0011144854361191392
prior_noise_05pct,whole-domain,v1_mode,v,amp_ratio,0.9067116131268358,12047,0.0011144854361191392
prior_noise_05pct,whole-domain,v1_mode,v,corr,0.9416613123486878,12047,0.0011144854361191392
prior_noise_05pct,whole-domain,v1_mode,v,phase_deg,-11.848588395796424,12047,0.0011144854361191392
prior_noise_05pct,near-cylinder,v1_mode_window_convention,v,n,13715,12047,0.0011144854361191392
prior_noise_05pct,near-cylinder,v1_mode_window_convention,v,rel_L2,0.6449903041560383,12047,0.0011144854361191392
prior_noise_05pct,near-cylinder,v1_mode_window_convention,v,amp_ratio,0.6579906034251627,12047,0.0011144854361191392
prior_noise_05pct,near-cylinder,v1_mode_window_convention,v,corr,0.7769054187135748,12047,0.0011144854361191392
prior_noise_05pct,near-cylinder,v1_mode_window_convention,v,phase_deg,5.9206735217019855,12047,0.0011144854361191392
prior_noise_05pct,near-wake,v1_mode_window_convention,v,n,15248,12047,0.0011144854361191392
prior_noise_05pct,near-wake,v1_mode_window_convention,v,rel_L2,0.3517878281039982,12047,0.0011144854361191392
prior_noise_05pct,near-wake,v1_mode_window_convention,v,amp_ratio,0.9266840978207586,12047,0.0011144854361191392
prior_noise_05pct,near-wake,v1_mode_window_convention,v,corr,0.9363587299680133,12047,0.0011144854361191392
prior_noise_05pct,near-wake,v1_mode_window_convention,v,phase_deg,-1.2736379354212204,12047,0.0011144854361191392
prior_noise_05pct,far-wake,v1_mode_window_convention,v,n,16393,12047,0.0011144854361191392
prior_noise_05pct,far-wake,v1_mode_window_convention,v,rel_L2,0.2676284591673135,12047,0.0011144854361191392
prior_noise_05pct,far-wake,v1_mode_window_convention,v,amp_ratio,0.875904817655558,12047,0.0011144854361191392
prior_noise_05pct,far-wake,v1_mode_window_convention,v,corr,0.9764000442348895,12047,0.0011144854361191392
prior_noise_05pct,far-wake,v1_mode_window_convention,v,phase_deg,7.563751395221402,12047,0.0011144854361191392
prior_noise_05pct,far-core,v1_mode_window_convention,v,n,12460,12047,0.0011144854361191392
prior_noise_05pct,far-core,v1_mode_window_convention,v,rel_L2,0.2624876527814262,12047,0.0011144854361191392
prior_noise_05pct,far-core,v1_mode_window_convention,v,amp_ratio,0.8757066245469506,12047,0.0011144854361191392
prior_noise_05pct,far-core,v1_mode_window_convention,v,corr,0.9775554934848204,12047,0.0011144854361191392
prior_noise_05pct,far-core,v1_mode_window_convention,v,phase_deg,7.369142202442845,12047,0.0011144854361191392
prior_noise_05pct,other,v1_mode_window_convention,v,n,6298,12047,0.0011144854361191392
prior_noise_05pct,other,v1_mode_window_convention,v,rel_L2,10.68409322294349,12047,0.0011144854361191392
prior_noise_05pct,other,v1_mode_window_convention,v,amp_ratio,11.00489351603509,12047,0.0011144854361191392
prior_noise_05pct,other,v1_mode_window_convention,v,corr,0.4559837850404911,12047,0.0011144854361191392
prior_noise_05pct,other,v1_mode_window_convention,v,phase_deg,37.540727754706154,12047,0.0011144854361191392
prior_noise_05pct,whole-domain,v1_mode_window_convention,v,n,51654,12047,0.0011144854361191392
prior_noise_05pct,whole-domain,v1_mode_window_convention,v,rel_L2,0.3470382217818265,12047,0.0011144854361191392
prior_noise_05pct,whole-domain,v1_mode_window_convention,v,amp_ratio,0.9067116131268358,12047,0.0011144854361191392
prior_noise_05pct,whole-domain,v1_mode_window_convention,v,corr,0.9416613123486878,12047,0.0011144854361191392
prior_noise_05pct,whole-domain,v1_mode_window_convention,v,phase_deg,4.780381382886958,12047,0.0011144854361191392
prior_noise_10pct,near-cylinder,field,u,rel_L2,0.09370756894350052,3156,0.0018255735049024224
prior_noise_10pct,near-cylinder,field,v,rel_L2,0.13249947130680084,3156,0.0018255735049024224
prior_noise_10pct,near-cylinder,field,p,rel_L2,0.02617809548974037,3156,0.0018255735049024224
prior_noise_10pct,near-wake,field,u,rel_L2,0.1566605120897293,3156,0.0018255735049024224
prior_noise_10pct,near-wake,field,v,rel_L2,0.532444953918457,3156,0.0018255735049024224
prior_noise_10pct,near-wake,field,p,rel_L2,0.35618773102760315,3156,0.0018255735049024224
prior_noise_10pct,far-wake,field,u,rel_L2,0.16219256818294525,3156,0.0018255735049024224
prior_noise_10pct,far-wake,field,v,rel_L2,0.3795958459377289,3156,0.0018255735049024224
prior_noise_10pct,far-wake,field,p,rel_L2,0.8997705578804016,3156,0.0018255735049024224
prior_noise_10pct,far-core,field,u,rel_L2,0.1878928542137146,3156,0.0018255735049024224
prior_noise_10pct,far-core,field,v,rel_L2,0.3712204396724701,3156,0.0018255735049024224
prior_noise_10pct,far-core,field,p,rel_L2,0.8129088878631592,3156,0.0018255735049024224
prior_noise_10pct,other,field,u,rel_L2,0.04985698312520981,3156,0.0018255735049024224
prior_noise_10pct,other,field,v,rel_L2,0.3529984951019287,3156,0.0018255735049024224
prior_noise_10pct,other,field,p,rel_L2,0.42527011036872864,3156,0.0018255735049024224
prior_noise_10pct,whole-domain,field,u,rel_L2,0.14260299503803253,3156,0.0018255735049024224
prior_noise_10pct,whole-domain,field,v,rel_L2,0.36724621057510376,3156,0.0018255735049024224
prior_noise_10pct,whole-domain,field,p,rel_L2,0.2745418846607208,3156,0.0018255735049024224
prior_noise_10pct,near-cylinder,v1_mode,v,n,13715,3156,0.0018255735049024224
prior_noise_10pct,near-cylinder,v1_mode,v,rel_L2,0.7895757607677257,3156,0.0018255735049024224
prior_noise_10pct,near-cylinder,v1_mode,v,amp_ratio,0.5842884424809394,3156,0.0018255735049024224
prior_noise_10pct,near-cylinder,v1_mode,v,corr,0.7122371534716474,3156,0.0018255735049024224
prior_noise_10pct,near-cylinder,v1_mode,v,phase_deg,-30.38780418028048,3156,0.0018255735049024224
prior_noise_10pct,near-wake,v1_mode,v,n,15248,3156,0.0018255735049024224
prior_noise_10pct,near-wake,v1_mode,v,rel_L2,0.502112675552949,3156,0.0018255735049024224
prior_noise_10pct,near-wake,v1_mode,v,amp_ratio,0.8703991366700872,3156,0.0018255735049024224
prior_noise_10pct,near-wake,v1_mode,v,corr,0.9338909808746328,3156,0.0018255735049024224
prior_noise_10pct,near-wake,v1_mode,v,phase_deg,-22.17432822177604,3156,0.0018255735049024224
